6494,2020-07-15,1352837,40.25,40.45,36.25,37.35
6494,2020-07-16,697100,37.4,37.65,36.05,37.5
6494,2020-07-17,866923,38.0,39.0,36.3,36.7
6494,2020-07-20,521080,37.2,38.0,36.9,37.25
6494,2020-07-21,610281,37.25,38.0,36.65,37.0
6494,2020-07-22,655000,37.6,38.2,37.1,37.55
6494,2020-07-23,495001,37.8,38.0,36.85,37.05
6494,2020-07-24,7708670,37.1,40.75,36.9,40.7
6494,2020-07-27,2565557,40.7,41.0,38.3,38.9
6494,2020-07-28,1792940,38.95,39.25,35.05,35.05
6494,2020-07-29,876201,34.7,36.75,34.65,35.5
6494,2020-07-31,385576,36.05,36.1,35.5,35.5
6494,2020-08-03,2018100,36.3,38.55,36.3,37.0
6494,2020-08-04,850053,37.05,37.6,36.2,37.6
6494,2020-08-05,526322,38.0,38.0,36.75,37.0
6494,2020-08-06,399000,36.9,37.0,36.0,36.0
6494,2020-08-07,437213,36.65,37.4,36.2,36.8
6494,2020-08-10,332300,37.0,37.05,35.8,35.8
6494,2020-08-11,345000,35.8,36.15,35.0,35.45
6494,2020-08-12,449556,35.65,35.7,34.3,34.7
6494,2020-08-13,353000,35.0,35.05,34.0,34.35
6494,2020-08-14,360000,34.35,35.7,34.15,35.0
6494,2020-08-17,189000,35.05,35.35,34.85,34.85
6494,2020-08-18,201200,35.0,35.0,34.05,34.3
6494,2020-08-19,310188,34.3,34.5,33.5,33.6
6494,2020-08-20,357000,33.8,34.0,31.6,32.1
6494,2020-08-21,139000,32.4,33.3,32.15,32.7
6494,2020-08-24,200000,32.7,34.15,32.65,34.0
6494,2020-08-25,308000,34.25,34.65,33.85,34.6
6494,2020-08-26,422000,35.0,35.6,33.95,35.6
6494,2020-08-27,1333377,36.3,37.55,35.95,36.75
6494,2020-08-28,382046,36.75,36.75,35.7,36.05
6494,2020-08-31,203411,36.3,36.55,35.45,35.5
6494,2020-09-01,187352,35.5,35.5,35.0,35.0
6494,2020-09-02,119058,35.25,35.6,35.0,35.3
6494,2020-09-03,160000,35.4,35.4,34.7,34.85
6494,2020-09-04,156000,34.0,34.6,34.0,34.6
6494,2020-09-07,141500,34.45,34.55,33.9,34.0
6494,2020-09-08,81000,34.25,34.35,34.05,34.25
6494,2020-09-09,107116,33.35,34.2,33.35,34.2
6494,2020-09-10,169000,34.2,34.25,33.8,33.8
6494,2020-09-11,88000,33.95,33.95,33.35,33.5
6494,2020-11-09,306045,34.55,35.15,34.55,35.0
6494,2020-11-10,224000,35.2,35.2,34.3,34.4
6494,2020-11-11,85000,34.45,34.95,34.45,34.7
6494,2020-11-12,394000,35.0,35.4,34.9,35.3
6494,2020-11-13,374273,35.5,35.55,35.15,35.4
6494,2020-11-16,330000,35.35,35.95,35.3,35.45
6494,2020-11-17,232000,35.8,35.8,35.2,35.45
6494,2020-11-18,270000,35.45,35.7,35.25,35.5
6494,2020-11-19,500000,35.55,35.6,34.95,35.6
6494,2020-11-20,240000,35.9,35.9,35.4,35.65
6494,2020-11-23,1248231,36.0,37.2,35.85,37.0
6494,2020-11-24,1458100,37.6,38.25,37.1,38.05
6494,2020-11-25,1323685,38.45,38.85,37.3,37.65
6494,2020-11-26,463077,37.6,37.9,37.4,37.65
6494,2020-11-27,1179020,37.95,38.8,37.95,38.3
6494,2020-11-30,1050370,38.6,39.5,38.6,39.4
6494,2020-12-01,767295,39.8,39.95,39.0,39.35
6494,2020-12-02,744282,39.35,40.0,39.35,39.8
6494,2020-12-03,948350,39.8,41.0,39.8,40.3
6494,2020-12-04,2429534,41.5,43.65,41.5,42.25
6494,2020-12-07,2533601,44.0,46.45,43.35,46.35
6494,2020-12-08,1212732,46.85,46.85,45.25,45.55
6494,2020-12-09,2391225,48.0,49.7,46.65,47.25
6494,2020-12-10,1123963,47.0,48.4,45.85,47.65
6494,2020-12-11,3702491,48.4,52.4,47.5,52.2
6494,2020-12-14,2329358,50.9,51.0,48.5,48.55
6494,2020-12-15,1970731,49.95,49.95,45.8,45.85
6494,2020-12-16,635024,47.0,47.3,46.45,47.1
6494,2020-12-17,549140,47.1,47.1,46.3,46.4
6494,2020-12-18,1315330,46.7,49.2,46.65,46.65
6494,2020-12-21,1043013,46.65,48.5,46.0,47.9
6494,2020-12-22,818631,47.8,48.3,45.1,45.3
6494,2020-12-23,516047,45.4,46.95,45.4,46.9
6494,2020-12-24,555500,46.95,47.8,46.55,47.7
6494,2020-12-25,634037,48.5,48.8,46.8,48.0
6494,2020-12-28,447314,47.5,48.8,47.5,48.3
6494,2020-12-29,735988,48.35,49.7,48.0,48.9
6494,2020-12-30,454714,49.25,49.5,48.5,48.9
6494,2020-12-31,368490,49.35,49.65,48.65,48.9
6494,2021-01-04,2324166,49.7,53.6,49.1,53.4
6494,2021-01-05,1816171,54.8,54.8,50.1,51.4
6494,2021-01-06,2775367,55.5,56.5,55.5,56.5
6494,2021-01-07,6009339,59.0,61.4,57.0,57.5
6494,2021-01-08,1806682,56.9,59.6,56.3,58.0
6494,2021-01-11,1020309,57.7,58.8,56.8,57.7
6494,2021-01-12,1474228,57.5,57.9,53.5,56.0
6494,2021-01-13,785270,56.0,57.9,56.0,57.0
6494,2021-01-14,893826,57.1,58.5,57.0,57.6
6494,2021-01-15,671486,58.9,58.9,56.3,57.9
6494,2021-01-18,586589,58.0,58.5,55.6,58.5
6494,2021-01-19,1007291,58.8,60.6,57.7,57.7
6494,2021-01-20,832001,57.3,57.9,55.3,57.0
6494,2021-01-21,511306,57.0,58.4,56.5,56.6
6494,2021-01-22,1001610,56.6,59.3,56.0,59.3
6494,2021-01-25,885600,59.9,60.4,58.1,58.3
6494,2021-01-26,2868311,58.8,62.8,58.0,62.7
6494,2021-01-27,2184415,63.3,64.4,60.9,63.2
6494,2021-01-28,1150422,61.5,62.3,60.5,61.0
6494,2021-01-29,1286762,61.6,62.1,56.6,56.8
6494,2021-02-01,773860,56.5,56.5,54.5,56.0
6494,2021-02-02,393500,57.3,58.0,55.9,56.2
6494,2021-02-03,781725,57.5,58.6,56.8,56.9
6494,2021-02-04,227715,56.9,57.4,56.1,56.7
6494,2021-02-05,388280,56.7,57.9,56.5,57.1
6494,2021-02-17,893360,57.5,60.9,57.3,60.9
6494,2021-02-18,1279377,61.1,61.1,58.7,60.5
6494,2021-02-19,2058187,60.5,66.5,59.3,66.5
6494,2021-02-22,3447690,67.40,72.30,66.00,72.30
