2402,2020-09-07,3677598,17.2,17.65,16.9,17.0
2402,2020-09-08,1186352,17.25,17.25,16.8,16.85
2402,2020-09-09,1723161,16.7,17.2,16.65,17.0
2402,2020-09-10,1126051,17.3,17.3,16.7,16.75
2402,2020-09-11,3106658,16.75,16.8,16.05,16.15
2402,2020-09-14,813725,16.25,16.35,16.05,16.2
2402,2020-09-15,467329,16.3,16.5,16.3,16.3
2402,2020-09-16,1059403,16.6,16.65,16.3,16.6
2402,2020-09-17,3274030,16.6,17.2,16.55,16.8
2402,2020-09-18,612537,16.85,16.95,16.7,16.9
2402,2020-09-21,444498,16.9,16.95,16.75,16.9
2402,2020-09-22,905302,16.8,16.85,16.4,16.8
2402,2020-09-23,1123132,16.85,16.95,16.7,16.9
2402,2020-09-24,1904463,16.95,16.95,16.4,16.7
2402,2020-09-25,1682830,16.65,16.7,15.55,15.9
2402,2020-09-28,434058,16.0,16.1,15.9,15.9
2402,2020-09-29,648601,16.05,16.15,15.65,15.65
2402,2020-09-30,1500337,15.7,16.4,15.4,16.4
2402,2020-10-05,755501,16.2,16.3,15.95,16.15
2402,2020-10-06,4943933,16.65,17.75,16.6,17.75
2402,2020-10-07,18874771,17.9,18.2,17.3,18.2
2402,2020-10-08,6908441,18.4,18.55,18.05,18.1
2402,2020-10-12,3960780,18.2,18.25,17.5,18.1
2402,2020-10-13,7550608,18.15,19.3,17.65,18.95
2402,2020-10-14,8280850,19.0,19.3,18.7,19.0
2402,2020-10-15,22277393,19.0,20.2,18.95,19.1
2402,2020-10-16,15690572,19.5,19.8,18.75,18.8
2402,2020-10-19,7675039,18.85,19.45,18.55,19.45
2402,2020-10-20,4836181,19.25,19.55,18.8,19.0
2402,2020-10-21,4110855,19.25,19.5,18.9,19.15
2402,2020-10-22,2078800,19.15,19.35,18.85,19.3
2402,2020-10-23,2971165,19.55,19.55,18.9,18.95
2402,2020-10-26,2256069,18.95,19.0,18.55,18.55
2402,2020-10-27,2211645,18.4,18.9,18.4,18.5
2402,2020-10-28,1838282,18.6,18.75,18.15,18.2
2402,2020-10-29,1613445,17.75,17.9,17.65,17.85
2402,2020-10-30,1700443,18.0,18.1,17.3,17.65
2402,2020-11-02,1306207,17.65,17.8,17.2,17.2
2402,2020-11-03,1220209,17.45,17.75,17.4,17.6
2402,2020-11-04,3371820,17.85,17.9,17.25,17.4
2402,2020-11-05,2016004,17.45,17.7,17.35,17.45
2402,2020-11-06,899376,17.65,17.65,17.3,17.35
2402,2020-11-09,1603383,17.35,17.75,17.35,17.65
2402,2020-11-10,1041787,17.65,17.85,17.3,17.6
2402,2020-11-11,6727757,17.6,18.4,17.55,17.9
2402,2020-11-12,1616104,17.9,17.95,17.35,17.5
2402,2020-11-13,762095,17.4,17.55,17.3,17.55
2402,2020-11-16,979267,17.8,17.8,17.4,17.45
2402,2020-11-17,1296713,17.6,17.65,17.2,17.3
2402,2020-11-18,971717,17.3,17.5,17.25,17.35
2402,2020-11-19,948163,17.3,17.55,17.25,17.4
2402,2020-11-20,2430690,17.45,18.0,17.4,17.95
2402,2020-11-23,2177729,18.15,18.2,17.85,18.1
2402,2020-11-24,2319321,18.2,18.35,18.0,18.1
2402,2020-11-25,2262193,18.25,18.6,18.05,18.1
2402,2020-11-26,5317802,18.3,19.0,18.15,18.75
2402,2020-11-27,1883200,18.75,18.8,18.45,18.55
2402,2020-11-30,1827158,18.55,18.9,18.4,18.4
2402,2020-12-01,1832428,18.5,18.55,17.9,18.3
2402,2020-12-02,1960375,18.35,18.5,18.1,18.2
2402,2020-12-03,2555921,18.3,18.6,18.2,18.35
2402,2020-12-04,2150500,18.6,18.6,18.2,18.3
2402,2020-12-07,7596967,18.4,18.8,18.3,18.7
2402,2020-12-08,2260268,18.7,18.8,18.3,18.35
2402,2020-12-09,1450579,18.4,18.55,18.3,18.3
2402,2020-12-10,2845075,18.4,18.4,17.65,17.7
2402,2020-12-11,3129791,17.75,17.8,16.75,17.05
2402,2020-12-14,950293,17.05,17.35,16.9,17.3
2402,2020-12-15,1323412,17.3,17.3,16.6,16.7
2402,2020-12-16,1336534,16.8,17.2,16.8,17.1
2402,2020-12-17,650515,17.15,17.2,16.95,17.05
2402,2020-12-18,673829,17.0,17.25,16.95,17.2
2402,2020-12-21,869945,17.2,17.2,16.75,17.05
2402,2020-12-22,1690336,17.2,17.65,16.85,16.9
2402,2020-12-23,2052741,17.05,17.8,16.9,17.75
2402,2020-12-24,8270673,18.0,18.25,17.85,17.95
2402,2020-12-25,1801626,17.85,17.95,17.55,17.6
2402,2020-12-28,2314885,17.95,18.05,17.5,18.05
2402,2020-12-29,1801534,18.35,18.4,17.7,17.75
2402,2020-12-30,2013058,17.8,18.2,17.8,17.95
2402,2020-12-31,2975822,18.0,18.5,17.85,18.5
2402,2021-01-04,3497590,18.55,18.75,18.35,18.5
2402,2021-01-05,5342690,18.45,18.8,18.2,18.7
2402,2021-01-06,14475953,18.8,19.35,18.1,19.0
2402,2021-01-07,5582728,19.25,19.25,18.25,18.35
2402,2021-01-08,2308317,18.4,18.5,18.0,18.0
2402,2021-01-11,3190815,17.95,18.2,17.6,17.6
2402,2021-01-12,2404558,17.6,17.8,17.1,17.2
2402,2021-01-13,1358739,17.1,17.55,17.1,17.35
2402,2021-01-14,972021,17.4,17.7,17.4,17.6
2402,2021-01-15,2689024,17.45,17.75,16.95,17.1
2402,2021-01-18,1391644,17.1,17.45,16.35,17.3
2402,2021-01-19,961953,17.45,17.7,17.3,17.3
2402,2021-01-20,1934900,17.25,17.5,16.35,16.45
2402,2021-01-21,1314368,16.65,16.8,16.1,16.25
2402,2021-01-22,1021472,16.35,16.75,16.2,16.35
2402,2021-01-25,922073,16.4,16.65,16.1,16.4
2402,2021-01-26,743311,16.5,16.6,16.2,16.3
